name,latitude,longitude,location_name,type,source
Complexe Scolaire Karhale,-2.4950883,28.846592,,School,DRC_All_SCHool_Local
Complexe Scolaire Saint Vincent,-1.1824426,29.4479488,,School,DRC_All_SCHool_Local
Complexe Scolaire Rehema,-2.5309998,28.8573566,,School,DRC_All_SCHool_Local
Complexe Scolaire Oda,-2.5197083,28.8464933,,School,DRC_All_SCHool_Local
Complexe Scolaire Omega La Merveille,-2.467368,28.8340489,,School,DRC_All_SCHool_Local
Complexe Scolaire Namur,-2.5203501,28.8499222,,School,DRC_All_SCHool_Local
Complexe Scolaire Noella,-2.4779361,28.8385326,,School,DRC_All_SCHool_Local
Complexe Scolaire Mont Miko,-1.6478551,29.2315251,,School,DRC_All_SCHool_Local
Complexe Scolaire Misericorde,-1.6765573,29.2329316,,School,DRC_All_SCHool_Local
Complexe Scolaire Mon Bon Village,-2.4997755,28.8568709,,School,DRC_All_SCHool_Local
Complexe Scolaire Merci Wesha,-2.4981123,28.8376244,,School,DRC_All_SCHool_Local
Complexe Scolaire Michel,-2.5038017,28.8791262,,School,DRC_All_SCHool_Local
Complexe Scolaire Matimanyi,-2.4966758,28.8870037,,School,DRC_All_SCHool_Local
Complexe Scolaire Matumaini,-1.67642,29.2302525,,School,DRC_All_SCHool_Local
Complexe Scolaire Mapatano,-2.5164843,28.8483232,,School,DRC_All_SCHool_Local
Complexe Scolaire Maria Utuangaziye,-2.5176022,28.8505916,,School,DRC_All_SCHool_Local
Complexe Scolaire Maman Gloria,-2.4987036,28.8776864,,School,DRC_All_SCHool_Local
Complexe Scolaire Malkiya,-2.4854612,28.8347795,,School,DRC_All_SCHool_Local
Complexe Scolaire Liberman,0.5178612,29.4512447,,School,DRC_All_SCHool_Local
Complexe Scolaire Maendeleo,-2.5078351,28.863423,,School,DRC_All_SCHool_Local
Complexe Scolaire l'Héritage,-2.4895857,28.8430496,,School,DRC_All_SCHool_Local
Complexe Scolaire Levert,-2.5139017,28.8482483,,School,DRC_All_SCHool_Local
Complexe Scolaire le Miracle,-2.5028617,28.869508,,School,DRC_All_SCHool_Local
Complexe Scolaire le Prophète,-2.5094668,28.86396,,School,DRC_All_SCHool_Local
Complexe Scolaire Lapereau,-2.5006853,28.8826516,,School,DRC_All_SCHool_Local
Complexe Scolaire le Bonheur,-2.5182944,28.8365382,,School,DRC_All_SCHool_Local
Complexe Scolaire la Victoire,-2.5265428,28.8519589,,School,DRC_All_SCHool_Local
Complexe Scolaire l'Amitié,-2.5466589,28.8711046,,School,DRC_All_SCHool_Local
Complexe Scolaire la Souplexe,-2.5305162,28.8578789,,School,DRC_All_SCHool_Local
Complexe Scolaire la Reflexion,-2.545257,28.8642565,,School,DRC_All_SCHool_Local
Complexe Scolaire la Reine,-2.4999743,28.8889416,,School,DRC_All_SCHool_Local
Complexe Scolaire la Puissance Divine,-2.4909031,28.8348116,,School,DRC_All_SCHool_Local
Complexe Scolaire la Persévérance,-2.5159348,28.8618897,,School,DRC_All_SCHool_Local
Complexe Scolaire la Production,-2.4852941,28.8273723,,School,DRC_All_SCHool_Local
Complexe Scolaire la Franchise,-2.4928802,28.8452002,,School,DRC_All_SCHool_Local
Complexe Scolaire la Gloire,-2.4971207,28.8309555,,School,DRC_All_SCHool_Local
Complexe Scolaire la Famille,-2.5051545,28.8402023,,School,DRC_All_SCHool_Local
Complexe Scolaire la Fontaine,-1.6744095,29.2290823,,School,DRC_All_SCHool_Local
Complexe Scolaire la Croisière,-2.5156991,28.8519664,,School,DRC_All_SCHool_Local
Complexe Scolaire la Decouverte,-2.5056618,28.8695049,,School,DRC_All_SCHool_Local
Complexe Scolaire la Colombe,-2.5230821,28.8469798,,School,DRC_All_SCHool_Local
Complexe Scolaire la Conscience,-2.5164394,28.8387922,,School,DRC_All_SCHool_Local
Complexe Scolaire Kitoko 2,-2.5167136,28.8480548,,School,DRC_All_SCHool_Local
Complexe Scolaire Kamanzema,-2.5447156,28.8629241,,School,DRC_All_SCHool_Local
Complexe Scolaire Jean-Jacques,-2.5263808,28.8262397,,School,DRC_All_SCHool_Local
Complexe Scolaire Jericho,-1.6760485,29.2305976,,School,DRC_All_SCHool_Local
Complexe Scolaire Ibuye,-2.4948781,28.8393075,,School,DRC_All_SCHool_Local
Complexe Scolaire Incence,-2.5338495,28.8532633,,School,DRC_All_SCHool_Local
Complexe Scolaire Gracia,-2.5095872,28.8697014,,School,DRC_All_SCHool_Local
Complexe Scolaire Horizon,-2.5222561,28.8490229,,School,DRC_All_SCHool_Local
Complexe Scolaire Fazili,-2.5302361,28.8245192,,School,DRC_All_SCHool_Local
Complexe Scolaire Foyer du Savoir,-2.5309221,28.8528947,,School,DRC_All_SCHool_Local
École Primaire Ngote,-0.549095,29.188505,,School,DRC_All_SCHool_Local
École Primaire Nazardenne,-1.6537761,29.2315696,,School,DRC_All_SCHool_Local
École Primaire Neema,-1.6543574,29.2335977,,School,DRC_All_SCHool_Local
École Primaire Mulera,-0.4451637,29.366102,,School,DRC_All_SCHool_Local
Ecole Primaire Mulamba,-2.5521312,28.8760438,,School,DRC_All_SCHool_Local
Ecole Primaire Mulambula,-2.4847735,28.8279648,,School,DRC_All_SCHool_Local
Ecole Primaire Musika,-3.0325701,28.4354157,,School,DRC_All_SCHool_Local
Ecole Primaire Musanga,-0.6959972,29.1593557,,School,DRC_All_SCHool_Local
Ecole Primaire Mushekere,-2.4966383,28.8283176,,School,DRC_All_SCHool_Local
École Primaire Mondo,0.3728491,29.3656285,,School,DRC_All_SCHool_Local
Ecole Primaire Mighobwe,-0.5418121,29.151355,,School,DRC_All_SCHool_Local
Ecole Primaire Milundu,-3.0297,28.3138716,,School,DRC_All_SCHool_Local
École Primaire Mopa Lubango,-0.3042604,29.2272346,,School,DRC_All_SCHool_Local
École Primaire Muhanga,-0.4176631,28.9190439,,School,DRC_All_SCHool_Local
École Primaire Mashuta,-0.5441748,29.1723811,,School,DRC_All_SCHool_Local
Ecole Primaire Matendo,-2.5083976,28.8539836,,School,DRC_All_SCHool_Local
École Primaire Maranatha,-1.6659545,29.2281646,,School,DRC_All_SCHool_Local
Ecole Primaire Mbumbi,0.3888717,29.3714683,,School,DRC_All_SCHool_Local
Ecole Primaire Mbafu,-0.5501432,29.1764171,,School,DRC_All_SCHool_Local
École Primaire Maliki,-1.6622899,29.2253652,,School,DRC_All_SCHool_Local
Ecole Primaire Malu,-2.5259877,28.8410232,,School,DRC_All_SCHool_Local
École Primaire Mandeite,0.0880332,29.3824582,,School,DRC_All_SCHool_Local
Ecole Primaire Manga,-0.2885219,29.2360017,,School,DRC_All_SCHool_Local
École Primaire Lyambo,0.083682,29.3190256,,School,DRC_All_SCHool_Local
Ecole Primaire Luthali,-0.3277421,29.1907556,,School,DRC_All_SCHool_Local
École Primaire Majengo,-1.6619888,29.2227488,,School,DRC_All_SCHool_Local
École Primaire Mabanga,-1.6627693,29.2231831,,School,DRC_All_SCHool_Local
Ecole Primaire Maendeleo,-0.6972885,29.1715345,,School,DRC_All_SCHool_Local
Ecole Primaire la Veronica,-2.511076,28.8659506,,School,DRC_All_SCHool_Local
Ecole Primaire Lemera,-1.1810825,29.4492405,,School,DRC_All_SCHool_Local
Ecole Primaire Kyota,-0.3581961,29.150843,,School,DRC_All_SCHool_Local
École Primaire la Référence,-2.5033303,28.8833941,,School,DRC_All_SCHool_Local
Ecole Primaire Luganda,-2.4991556,28.8343339,,School,DRC_All_SCHool_Local
Ecole Primaire Lukeke,-0.6847178,29.1727497,,School,DRC_All_SCHool_Local
Ecole Primaire Lubango,-0.3189982,29.2137258,,School,DRC_All_SCHool_Local
Ecole Primair Kitimbo,0.0061379,29.3111657,,School,DRC_All_SCHool_Local
Ecole Primaire Kitovo Vitumbi,-0.405714,29.3201269,,School,DRC_All_SCHool_Local
Ecole Primaire Kitava,0.0170841,29.3218682,,School,DRC_All_SCHool_Local
Ecole Primaire Kyengero,-0.5381717,29.1458648,,School,DRC_All_SCHool_Local
Ecole Primaire Kyesero,-0.3816493,29.3153681,,School,DRC_All_SCHool_Local
Ecole Primaire Kivisiri,-0.3733967,29.1497286,,School,DRC_All_SCHool_Local
Ecole Primaire Kiriza,-2.5170094,28.8436078,,School,DRC_All_SCHool_Local
École Primaire Kirumba,-0.5589492,29.1829671,,School,DRC_All_SCHool_Local
École Primaire Kirimo,-0.4274937,29.1062924,,School,DRC_All_SCHool_Local
Ecole Primaire Kisongero,-0.4395954,28.9055628,,School,DRC_All_SCHool_Local
Ecole Primaire Kitamba,-3.0558498,28.4663271,,School,DRC_All_SCHool_Local
École Primaire Kisandu,-1.6575917,29.2264806,,School,DRC_All_SCHool_Local
Ecole Primaire Kisololwe,-0.5543343,29.2405957,,School,DRC_All_SCHool_Local
Ecole Primaire Kilambwigali,-2.9070201,28.5522662,,School,DRC_All_SCHool_Local
Ecole Primaire Kikuvo,-0.5539444,29.2325271,,School,DRC_All_SCHool_Local
École Primaire Kinyondo,-0.6481003,29.1785247,,School,DRC_All_SCHool_Local
École Primaire Kiribata,-0.3979757,29.3219112,,School,DRC_All_SCHool_Local
Ecole Primaire Kinjuba,-2.5307289,28.8474391,,School,DRC_All_SCHool_Local
Ecole Primaire Kinyangu,-0.6947673,29.1766728,,School,DRC_All_SCHool_Local
École Primaire Katoyi,-1.6649265,29.2265863,,School,DRC_All_SCHool_Local
École Primaire Kavingu,0.0747015,29.3619126,,School,DRC_All_SCHool_Local
École Primaire Katiri,-0.607036,29.2536754,,School,DRC_All_SCHool_Local
Ecole Primaire Kibanda,-3.0223817,28.3422286,,School,DRC_All_SCHool_Local
Ecole Primaire Kiboko,-0.4414675,29.3736414,,School,DRC_All_SCHool_Local
Ecole Primaire Kavuhiro,-0.5524905,29.1745596,,School,DRC_All_SCHool_Local
Ecole Primaire Kayna,-0.6066816,29.175366,COMMUNE DE KAYNA,School,DRC_All_SCHool_Local
Ecole Primaire Imara,-1.3991561,28.8161853,,School,DRC_All_SCHool_Local
École Primaire Galilaya,-1.6603862,29.2268367,,School,DRC_All_SCHool_Local
Ecole Primaire Itsu,-0.5618659,29.1790784,,School,DRC_All_SCHool_Local
Ecole Primaire Bukombo,-1.3302729,28.7720279,,School,DRC_All_SCHool_Local
Ecole Primaire Bunyole,-1.516239,28.9800899,,School,DRC_All_SCHool_Local
Ecole Primaire Bukange,-0.6560137,29.185039,,School,DRC_All_SCHool_Local
Ecole Primaire Bukimba,-1.708955,28.9626857,,School,DRC_All_SCHool_Local
École Primaire Don Bosco,-1.6200391,29.0147957,,School,DRC_All_SCHool_Local
Ecole Primaire Furaha,0.5169399,29.4525867,,School,DRC_All_SCHool_Local
Ecole Primaire Bwatsinge,-0.5241834,29.1479298,,School,DRC_All_SCHool_Local
Ecole Primaire Bishange,-1.7267775,28.9944264,,School,DRC_All_SCHool_Local
Ecole Primaire Bitonga,-1.7101768,28.9678731,,School,DRC_All_SCHool_Local
École Primaire Bethel,-1.6551432,29.2276911,,School,DRC_All_SCHool_Local
Ecole Primaire Birega,-1.4249781,28.8930603,,School,DRC_All_SCHool_Local
Ecole Primaire Buhimba,-1.7098107,28.9814908,,School,DRC_All_SCHool_Local
Ecole Primaire Buholo,-2.5223521,28.8480224,,School,DRC_All_SCHool_Local
Ecole Primaire Bohenda,-1.3564632,28.7327558,,School,DRC_All_SCHool_Local
Ecole Primaire Buguri,-1.4257949,28.8922751,,School,DRC_All_SCHool_Local
Ecole Primaire Zawadiletu,-0.4772834,29.316179,,School,DRC_All_SCHool_Local
Ecole Primaire Aden,-2.5212362,28.8502186,,School,DRC_All_SCHool_Local
École Primaire Vutetse,0.062295,29.369302,,School,DRC_All_SCHool_Local
École Primaire Baraka,-1.6636331,29.2134107,,School,DRC_All_SCHool_Local
École Primaire Belle Vue,-1.3478977,29.3678393,,School,DRC_All_SCHool_Local
Ecole Primaire Amkeni,-2.5156275,28.8528429,,School,DRC_All_SCHool_Local
École Primaire Vuhoyo,-0.6268716,29.251915,,School,DRC_All_SCHool_Local
Ecole Primaire Vuhimba,-0.3161439,29.2094849,,School,DRC_All_SCHool_Local
Ecole Primaire Vusanga,-0.2858067,29.2332638,,School,DRC_All_SCHool_Local
École Primaire Vutegha,-0.5401113,29.1844563,,School,DRC_All_SCHool_Local
Ecole Primaire Vulama,-0.473239,29.3333895,,School,DRC_All_SCHool_Local
Ecole Primaire Vungulo,-0.3653722,29.3060623,,School,DRC_All_SCHool_Local
Ecole Primaire Ushindi Cikera,-2.4939785,28.8234335,,School,DRC_All_SCHool_Local
Ecole Primaire Vasimuka,-0.5402861,29.1612575,,School,DRC_All_SCHool_Local
Ecole Primaire Vikohwa,-0.6998864,29.164175,,School,DRC_All_SCHool_Local
École Primaire Viriseke,-0.4767345,29.2905426,,School,DRC_All_SCHool_Local
Ecole Primaire Vikindwe,0.0135975,29.2851587,,School,DRC_All_SCHool_Local
Ecole Primaire Shinda,-1.0991574,29.5227091,,School,DRC_All_SCHool_Local
École Primaire Sifa,0.3256187,29.3544027,,School,DRC_All_SCHool_Local
Ecole Primaire Salongo Lwana,-2.536533,28.8591646,,School,DRC_All_SCHool_Local
Ecole Primaire Tumaini Isanza,-2.9586243,28.4344826,,School,DRC_All_SCHool_Local
Ecole Primaire Tuungane,-2.4898017,28.8438558,,School,DRC_All_SCHool_Local
École Primaire Sivyolo,-1.662856,29.2224202,,School,DRC_All_SCHool_Local
École Primaire Tanganyika,-1.6645247,29.2178173,,School,DRC_All_SCHool_Local
Ecole Primaire Rumandi,-0.5211078,29.3244222,,School,DRC_All_SCHool_Local
Ecole Primaire Raha,-3.034738,28.4338007,,School,DRC_All_SCHool_Local
Ecole Primaire Robozo,-2.4800551,28.8172572,,School,DRC_All_SCHool_Local
École Primaire Sainte Famille,-1.6652012,29.2254083,,School,DRC_All_SCHool_Local
École Primaire Sainte Jeanne de Lestonnac,-2.4991714,28.8792308,,School,DRC_All_SCHool_Local
École Primaire Rutoboko,-1.6702267,29.2219683,,School,DRC_All_SCHool_Local
École Primaire Matcha,-1.571559,29.0559086,,School,DRC_All_SCHool_Local
Ecole Primaire Mbizi,-1.3137938,28.7333976,,School,DRC_All_SCHool_Local
Ecole Primaire Matanda,-1.545021,28.9338553,,School,DRC_All_SCHool_Local
Ecole Primaire Mahwa,-1.7081039,28.9647972,,School,DRC_All_SCHool_Local
Ecole Primaire Masisi Centre,-1.3987477,28.8206176,,School,DRC_All_SCHool_Local
Ecole Primaire Mahanga,-1.3581475,28.6742029,,School,DRC_All_SCHool_Local
Ecole Primaire Lushali,-1.3357292,28.6900619,,School,DRC_All_SCHool_Local
Ecole Primaire Lutangabwa,-1.4373157,28.7734342,,School,DRC_All_SCHool_Local
Ecole Primaire Luke,-1.5035732,28.7350616,,School,DRC_All_SCHool_Local
École Primaire Lukwagara,-1.5462845,28.8689717,,School,DRC_All_SCHool_Local
École Primaire la Joie,-1.6489987,29.2319207,,School,DRC_All_SCHool_Local
Ecole Primaire Kinyumba,-1.313571,28.7324914,,School,DRC_All_SCHool_Local
École Primaire Kisimba,-1.6546285,28.8888868,,School,DRC_All_SCHool_Local
Ecole Primaire Kihindo,-1.6298635,29.0305399,,School,DRC_All_SCHool_Local
Ecole Primaire Kihuma,-1.4323432,28.778487,,School,DRC_All_SCHool_Local
Ecole Primaire Kavumba,-0.562769,29.1761902,,School,DRC_All_SCHool_Local
École Primaire Kibancha,-1.5752889,29.0603773,,School,DRC_All_SCHool_Local
Ecole Primaire Katoyi,-1.3747955,28.9905086,,School,DRC_All_SCHool_Local
Ecole Primaire Kausa,-1.4387775,28.9820709,,School,DRC_All_SCHool_Local
Ecole Primaire Kasura,-1.4794726,29.0507004,,School,DRC_All_SCHool_Local
École Primaire Kataliko,-2.4935437,28.8474589,,School,DRC_All_SCHool_Local
Ecole Primaire Karere,-1.3310803,29.4437267,,School,DRC_All_SCHool_Local
Ecole Primaire Kashenda,-1.7013562,29.0013292,,School,DRC_All_SCHool_Local
Ecole Primaire Kalonge,-1.4778792,29.0408365,,School,DRC_All_SCHool_Local
Ecole Primaire kanyamitalo,-0.2798478,29.23306,,School,DRC_All_SCHool_Local
Ecole Primaire Kakuka,-0.0825227,29.4507679,,School,DRC_All_SCHool_Local
Ecole Primaire Kahulize,-1.4786591,28.9468691,,School,DRC_All_SCHool_Local
Ecole Primaire Kakondo,-1.0815543,29.497648,,School,DRC_All_SCHool_Local
Ecole Primaire Kabase,-1.659253,28.9844431,,School,DRC_All_SCHool_Local
Ecole Primaire Kabika,-2.5122101,28.8525975,,School,DRC_All_SCHool_Local
Ecole Primaire Kaadja,-1.3394885,28.7113158,,School,DRC_All_SCHool_Local
École Primaire Kaba,-1.6584416,29.2205675,,School,DRC_All_SCHool_Local
École Primaire Mutabo,-1.1620892,29.5001616,,School,DRC_All_SCHool_Local
Ecole Primaire Murambi,-1.6575112,28.9096779,,School,DRC_All_SCHool_Local
École Primaire Murorwa,-1.4864875,28.8152428,,School,DRC_All_SCHool_Local
Ecole Primaire Mumba,-1.5893637,28.8796598,,School,DRC_All_SCHool_Local
Ecole Primaire Munoza,-1.5636047,29.0578986,,School,DRC_All_SCHool_Local
Ecole Primaire Mughote,-0.5194151,29.1623371,,School,DRC_All_SCHool_Local
Ecole Primaire Mughoviro,-0.5283684,29.1562081,,School,DRC_All_SCHool_Local
Ecole Primaire Mubambiro,-1.5774424,29.0703392,,School,DRC_All_SCHool_Local
Ecole Primaire Mignos,-2.5037192,28.8699548,,School,DRC_All_SCHool_Local
Ecole Primaire Mihanga,-1.3840273,29.0146005,,School,DRC_All_SCHool_Local
Institut Astere,-2.5353885,28.8476052,,School,DRC_All_SCHool_Local
Institut Augustino,-2.5084623,28.8450729,,School,DRC_All_SCHool_Local
Institut Amina,-1.6541457,29.2199069,,School,DRC_All_SCHool_Local
Institut Amkeni,-0.5199276,29.1448877,,School,DRC_All_SCHool_Local
Institut Alimbongo,-0.369249,29.1588416,,School,DRC_All_SCHool_Local
Institut Alpha,-2.5454241,28.8592428,,School,DRC_All_SCHool_Local
Institut Akya,-2.5036269,28.8759322,,School,DRC_All_SCHool_Local
Ecole Primaire Vuvotso,-0.5167682,29.1545592,,School,DRC_All_SCHool_Local
Ecole Primaire Uaminifu,-2.5227311,28.8469758,,School,DRC_All_SCHool_Local
Ecole Primaire Tanda,-1.2862413,29.4837087,,School,DRC_All_SCHool_Local
Ecole Primaire Rweni,-1.6741135,29.0068931,,School,DRC_All_SCHool_Local
École Primaire Sake,-1.5690089,29.0440792,,School,DRC_All_SCHool_Local
Ecole Primaire Rushinga,-1.4155124,29.0023645,,School,DRC_All_SCHool_Local
Ecole Primaire Rune Mukohwa,-1.3740809,28.7949097,,School,DRC_All_SCHool_Local
Ecole Primaire Rukira,-1.6285875,28.9179644,,School,DRC_All_SCHool_Local
Ecole Primaire Nzirimwa,-1.2656441,29.4369081,,School,DRC_All_SCHool_Local
Ecole Primaire Oso,-1.3381234,28.917778,,School,DRC_All_SCHool_Local
École Primaire Nyiragongo,-1.6749767,29.2311283,,School,DRC_All_SCHool_Local
Ecole Primaire Nyamitaba,-1.3750777,28.9917452,,School,DRC_All_SCHool_Local
Ecole Primaire Nyarwizimya,-2.4903234,28.839576,,School,DRC_All_SCHool_Local
Ecole Primaire Nyabiondo,-1.3158312,28.7274566,,School,DRC_All_SCHool_Local
Ecole Primaire Nyagasozi,-1.2480726,29.5245684,,School,DRC_All_SCHool_Local
Ecole Primaire Nkokwe,-1.3303526,29.4438677,,School,DRC_All_SCHool_Local
Ecole Primaire Ngongolio,0.5229962,29.4479024,,School,DRC_All_SCHool_Local
Ecole Primaire Ngungu,-1.6536866,28.8842723,,School,DRC_All_SCHool_Local
Ecole Primaire Muzirantaka,-1.6806991,28.8856824,,School,DRC_All_SCHool_Local
Ecole Primaire Ngesha,-1.3638341,28.7767666,,School,DRC_All_SCHool_Local
Institut Bukunda,-1.32527,28.7670573,,School,DRC_All_SCHool_Local
Institut Bulotwa,-0.6630011,29.1852179,,School,DRC_All_SCHool_Local
Institut Buhimba,-0.5626217,29.1926067,,School,DRC_All_SCHool_Local
Institut Bukombo,-1.3298972,28.7724914,,School,DRC_All_SCHool_Local
Institut Buabo,-1.4309433,28.7836662,,School,DRC_All_SCHool_Local
Institut Bugina,-1.3157192,28.735913,,School,DRC_All_SCHool_Local
Institut Bora,-2.4645206,28.8358197,,School,DRC_All_SCHool_Local
Institut Biblic de Kalambi,-2.9665117,28.4928863,,School,DRC_All_SCHool_Local
Institut Bangu,-2.473248,28.8228246,,School,DRC_All_SCHool_Local
Institut Karambi,-1.1788361,29.5546,,School,DRC_All_SCHool_Local
Institut Karuba,-1.5826295,28.9915397,,School,DRC_All_SCHool_Local
Institut Kandole,-0.5438355,29.1582951,,School,DRC_All_SCHool_Local
Institut Kanyabayonga,-0.6842132,29.1789151,,School,DRC_All_SCHool_Local
Institut Kamandi,-0.6006329,29.2558707,,School,DRC_All_SCHool_Local
Institut Kamironza,-1.5543185,29.0597277,,School,DRC_All_SCHool_Local
Institut Kalivu,-0.0966835,29.4942011,,School,DRC_All_SCHool_Local
Institut Kalunguta,0.3282856,29.3522853,,School,DRC_All_SCHool_Local
Institut Kakondo,-1.0816522,29.4974789,,School,DRC_All_SCHool_Local
Institut Kalambi,-2.9666591,28.4936432,,School,DRC_All_SCHool_Local
Institut Kabasha,-2.5289557,28.8454962,,School,DRC_All_SCHool_Local
Institut Kabuye,-2.531337,28.85307,,School,DRC_All_SCHool_Local
Institut Kaadja,-1.3429306,28.7157537,,School,DRC_All_SCHool_Local
Institut Kabase,-1.6595654,28.9856738,,School,DRC_All_SCHool_Local
Institut Itundwe,-0.3979364,29.0886623,,School,DRC_All_SCHool_Local
Institut Ivimbo,-0.5364228,29.1458182,,School,DRC_All_SCHool_Local
Institut Furaha,-0.6974813,29.1703255,,School,DRC_All_SCHool_Local
Institut Faraja,-1.676506,29.2313263,,School,DRC_All_SCHool_Local
Institut de Mwenga,-3.0319578,28.4425339,,School,DRC_All_SCHool_Local
Institut Communautaire du Lac,-1.679077,29.2278604,,School,DRC_All_SCHool_Local
Institut Cidasa,-2.5273238,28.8566685,,School,DRC_All_SCHool_Local
Institut Ciriri,-2.5210139,28.8352853,,School,DRC_All_SCHool_Local
Institut Cameron Scott,-1.6582498,29.226836,,School,DRC_All_SCHool_Local
Institut Chona,-1.5753261,28.9669173,,School,DRC_All_SCHool_Local
Institut Butsiri,-0.555539,29.2385565,,School,DRC_All_SCHool_Local
Institut Busawa,-3.0410013,28.4199058,,School,DRC_All_SCHool_Local
Institut Bushongo,-1.6814987,28.8850133,,School,DRC_All_SCHool_Local
Institut Bunyatenge,-0.4396047,28.899789,,School,DRC_All_SCHool_Local
Institut Bunyole,-1.5039387,28.9484908,,School,DRC_All_SCHool_Local
Institut Kighali,0.0798387,29.3706267,,School,DRC_All_SCHool_Local
Institut Kihinga,-0.5573416,29.1685504,,School,DRC_All_SCHool_Local
Institut Kasebere,0.3850672,29.3432877,,School,DRC_All_SCHool_Local
Institut Katibu,-2.5499114,28.8723948,,School,DRC_All_SCHool_Local
Institut Kausa,-1.4376602,28.9800955,,School,DRC_All_SCHool_Local
Institut Kasingiri Luvika,-0.4213797,29.1381848,,School,DRC_All_SCHool_Local
Institut Kasula,-1.342735,28.9519306,,School,DRC_All_SCHool_Local
Institut Kasima Kiribata,-0.400647,29.3182854,,School,DRC_All_SCHool_Local
Institut Kasingiri,-0.3636823,29.1489582,,School,DRC_All_SCHool_Local
Institut Kasalala,-0.5639033,29.1912664,,School,DRC_All_SCHool_Local
,-0.1565335,29.2415124,,School,DRC_All_SCHool_Local
,-0.151955,29.2394417,,School,DRC_All_SCHool_Local
,-0.1639806,29.2342731,,School,DRC_All_SCHool_Local
,-0.1656061,29.2358623,,School,DRC_All_SCHool_Local
,-0.1569949,29.2447632,,School,DRC_All_SCHool_Local
,-0.1557986,29.2451388,,School,DRC_All_SCHool_Local
,-0.1447426,29.2496529,,School,DRC_All_SCHool_Local
Université de Proximité,-2.5180422,28.8511026,,University/Higher Education,DRC_All_SCHool_Local
Institut Mbingi,-0.4102577,29.0771491,,School,DRC_All_SCHool_Local
Institut Mgr Masimango,-1.6744417,29.2307434,,School,DRC_All_SCHool_Local
Institut Matcha,-1.5773353,29.0606602,,School,DRC_All_SCHool_Local
Institut Matumaini,-2.4887453,28.832938,,School,DRC_All_SCHool_Local
Institut Masika,-0.5587782,29.2240484,,School,DRC_All_SCHool_Local
Institut Matanda,-1.5453115,28.9349784,,School,DRC_All_SCHool_Local
Institut Majengo,-1.661637,29.2232922,,School,DRC_All_SCHool_Local
Institut Mambasa,-0.3420973,29.1577862,,School,DRC_All_SCHool_Local
Institut Mahama,-2.5407093,28.8670839,,School,DRC_All_SCHool_Local
Institut Mahanga,-1.357722,28.6732692,,School,DRC_All_SCHool_Local
Institut Maendeleo,-2.5494874,28.8706931,,School,DRC_All_SCHool_Local
Institut Maendeleo,-1.6766749,29.231414,,School,DRC_All_SCHool_Local
Institut Kasando,-0.5745455,29.1835898,,School,DRC_All_SCHool_Local
Institut Mabingi,0.3644773,29.2690691,,School,DRC_All_SCHool_Local
Institut Lukwangomo,-1.6576343,29.218725,,School,DRC_All_SCHool_Local
Institut Lubango,-0.3249399,29.2106819,,School,DRC_All_SCHool_Local
Institut Luke,-1.5029232,28.7334204,,School,DRC_All_SCHool_Local
Institut Itsu,-0.5692822,29.187303,,School,DRC_All_SCHool_Local
Institut la Vision,-2.5294714,28.8568108,,School,DRC_All_SCHool_Local
Institut Lady Baden-Powell,-1.6583279,29.2138392,,School,DRC_All_SCHool_Local
Institut la Varonique,-2.5119215,28.8657752,,School,DRC_All_SCHool_Local
Institut la Clochette,-2.5436447,28.8625274,,School,DRC_All_SCHool_Local
Institut la Trinite,-2.5089138,28.8533624,,School,DRC_All_SCHool_Local
Institut Kyaramba,-0.5438751,29.1715456,,School,DRC_All_SCHool_Local
Institut Kyatenga,-0.5894865,29.1797849,,School,DRC_All_SCHool_Local
Institut Kivikwamo,-0.562302,29.1730849,,School,DRC_All_SCHool_Local
Institut Kivugha,-0.6139998,29.1792806,,School,DRC_All_SCHool_Local
Institut Kiribata,-0.3974631,29.3159907,,School,DRC_All_SCHool_Local
Institut Kisimba,-1.6546895,28.8884088,,School,DRC_All_SCHool_Local
Institut Kiluku,-1.6402166,29.0048927,,School,DRC_All_SCHool_Local
Institut Kimalanzala,-2.8838275,28.5744231,,School,DRC_All_SCHool_Local
Institut Kilalo,-0.5462348,29.1754541,,School,DRC_All_SCHool_Local
Institut Munde,0.3237419,29.3596179,,School,DRC_All_SCHool_Local
Institut Mululu,-1.5745711,29.061018,,School,DRC_All_SCHool_Local
Institut Mulwa,-2.5268554,28.8302893,,School,DRC_All_SCHool_Local
Institut Mulindwa,-2.5228032,28.8487975,,School,DRC_All_SCHool_Local
Institut Mululu,-1.7245702,28.9965878,,School,DRC_All_SCHool_Local
Institut Mulinde Miriki,-0.7193713,29.0666982,,School,DRC_All_SCHool_Local
Institut Mugunga,-1.6647041,29.2187298,,School,DRC_All_SCHool_Local
Institut Mulamba,-2.5518713,28.8753439,,School,DRC_All_SCHool_Local
Institut Mughole,-0.5655423,29.1671269,,School,DRC_All_SCHool_Local
Institut Mikeno,-1.6781038,29.2305352,,School,DRC_All_SCHool_Local
Institut Mgr Bya'Ene,-2.5074309,28.8702836,,School,DRC_All_SCHool_Local
Lucée Arche de l’unité,-2.5003168,28.8809813,,School,DRC_All_SCHool_Local
Complexe Scolaire Laperaux,-2.5004875,28.8824685,,School,DRC_All_SCHool_Local
École primaire l’Estonac,-2.4995748,28.8791471,,School,DRC_All_SCHool_Local
Institut Visoke,-1.6632159,29.2257685,,School,DRC_All_SCHool_Local
