name,latitude,longitude,risk_status,distance_km,nearest_conflict_type,nearest_conflict_date,osm_id
Ecole Maternel Univers Scolaire,-4.3522336,15.2840611,at-risk,4.6,Strategic development,2024-01-03,5266898482
Groupe Scolaire Life Line,-4.3535602,15.2873629,at-risk,4.5,Strategic development,2024-01-03,5266898486
Collège Eben Ezer,-4.3540121,15.2878618,at-risk,4.51,Strategic development,2024-01-03,5266898490
Ecole Ange Raphael,-4.3513617,15.2805904,at-risk,4.77,Strategic development,2024-01-03,5266898497
Ecole Ntodo,-4.3471187,15.2776107,at-risk,4.69,Strategic development,2024-01-03,5266898498
Village Bondeko,-4.3388745,15.2784473,at-risk,4.08,Strategic development,2024-01-03,5268094493
C.S. Beni 2,-4.3379625,15.2768218,at-risk,4.19,Strategic development,2024-01-03,5268094495
C.S. Mont des Oliviers,-4.3369622,15.2757758,at-risk,4.24,Strategic development,2024-01-03,5268094504
"Madame de Sévigné- Maternel, Primaire",-4.3391901,15.2743247,at-risk,4.49,Strategic development,2024-01-03,5268094515
Ecole Le Bambin,-4.3423648,15.2734664,at-risk,4.75,Strategic development,2024-01-03,5268094520
C.S. Makanisi,-4.3407025,15.2740417,at-risk,4.6,Strategic development,2024-01-03,5268094533
C.S. Les Bambins,-4.3415009,15.2745607,at-risk,4.6,Strategic development,2024-01-03,5268094535
Lycée Les Arc-Anges,-4.3455207,15.2788845,at-risk,4.47,Strategic development,2024-01-03,5268094537
Lycée Technique Omisalisa,-4.3449162,15.279091,at-risk,4.41,Strategic development,2024-01-03,5268094538
C.S. Saint Michel,-4.3446515,15.2791983,at-risk,4.38,Strategic development,2024-01-03,5268094543
Institut Bokolo,-4.343587,15.2808291,at-risk,4.16,Strategic development,2024-01-03,5268094545
C.S. Marie Stella,-4.34302,15.2820924,at-risk,4.02,Strategic development,2024-01-03,5268094548
Ecole Conventionel Adventiste,-4.3483351,15.2872272,at-risk,4.04,Strategic development,2024-01-03,5268094578
EP 1 et 2 Ango Ango,-4.3501903,15.2828649,at-risk,4.51,Strategic development,2024-01-03,5268094591
Ecole Beree Ngaliema,-4.3576734,15.2519229,at-risk,7.68,Strategic development,2024-01-03,5268176447
EP 3 et 4 Institut Makelele,-4.341533,15.2753413,at-risk,4.53,Strategic development,2024-01-03,5268176448
Complexe scolaire Bienheureux Isidore Bakanja,-4.3508536,15.3366405,at-risk,4.53,Strategic development,2024-01-03,5287473698
Complexe scolaire Sainte Faustine,-4.3836968,15.315451,at-risk,7.11,Strategic development,2024-01-03,5287474926
La Grâce,-4.3427621,15.317369,at-risk,2.66,Strategic development,2024-01-03,5291677394
École Monseigneur Moke,-4.34279,15.3153652,at-risk,2.6,Strategic development,2024-01-03,5292873862
G.S. Mama Zoya,-4.3387782,15.3068304,at-risk,2.12,Strategic development,2024-01-03,5292873865
C.S. Tilano Tyranus,-4.4041354,15.2943098,at-risk,9.52,Strategic development,2024-01-03,5295927117
G.S. Kalonda,-4.3991424,15.3016993,at-risk,8.85,Strategic development,2024-01-03,5295927118
C.S. Les Pélerins,-4.3977197,15.305205,at-risk,8.66,Strategic development,2024-01-03,5295927119
Collège Frére Alingba,-4.347449,15.2659053,at-risk,5.76,Strategic development,2024-01-03,5296008516
"Ecole Madame de Sévigné Maternel, Primaire",-4.3488023,15.2642477,at-risk,6.0,Strategic development,2024-01-03,5296008517
C.S. La Sommite,-4.3545631,15.263266,at-risk,6.45,Strategic development,2024-01-03,5296008518
Ecole Le Bambin,-4.3879611,15.2604228,at-risk,9.34,Strategic development,2024-01-03,5296008828
C.S. La Grace,-4.3925235,15.259887,at-risk,9.79,Strategic development,2024-01-03,5296008829
Tome School,-4.3933205,15.2597469,at-risk,9.87,Strategic development,2024-01-03,5296008830
CS Eveil,-4.3508055,15.2709907,at-risk,5.52,Strategic development,2024-01-03,5329685749
CS La Couronne,-4.3581977,15.265114,at-risk,6.54,Strategic development,2024-01-03,5329686110
